SMILES,shift_value,shielding_value
CN1NC(C(F)(F)F)NC1N,-66.13,285.985
O=C(CCC(F)(F)F)N1CCC[C@H]2CCCC[C@H]21,-66.25,277.5826667
CNC(=O)NC1CCC(C(F)(F)F)NC1,-66.35,286.295
[H]/C(=C(/[H])C(F)(F)F)C(F)(F)F,-66.4,275.0756667
O=C(CCC(F)(F)F)N1CC2CCC1C2,-66.4,278.2553333
[H]C1=C(Br)N=C(C(F)(F)F)S1,-66.5,266.342
CCC1CN(C(=O)[C@@H]2C[C@H]2C(F)(F)F)C1,-66.52,276.4213333
CCC(=O)NC1CCC(C(F)(F)F)NN1,-66.65,287.3246667
O=C1CC(C(F)(F)F)C2C([NH]1)CCC2,-66.75,272.1586667
NC(=O)NC[C@H]1CCCC[C@H]1C(F)(F)F,-66.84,279.0403333
CC1NC(C(F)(F)F)OC1C(=O)O,-66.89,290.1236667
O=C(O)CN1CCCC(C(F)(F)F)C1=O,-66.97,272.875
FC1=NC=CC=C1,-67.0,264.903
FC(F)(F)C1=NC2=CC=CC=C2O1,-67.0,272.938
FC(F)(F)C1=NC2=CC=CC=C2N=C1,-67.0,273.158
FC(F)(F)C1=NC=CN=C1,-67.0,274.3186667
CCCCCCC(=O)CCC(F)(F)F,-67.0,278.322
CCC(F)(F)F,-67.0,279.8523333
CCS(=O)(=O)NC1CCC2OC(C(F)(F)F)NC2C1,-67.04,288.893
COC1CCCC(C(=O)N2CC3CC2(C(F)(F)F)C3)C1,-67.15,276.7923333
N#CC1CCC(CN2NC(C(F)(F)F)CCC2=O)CC1,-67.18,284.7796667
O=C1CCC(C(F)(F)F)NN1CC1NCCS1,-67.24,284.9133333
NC1NC(C(F)(F)F)NS1,-67.28,288.78
CC1CC(CN2NC(C(F)(F)F)CCC2=O)NO1,-67.29,286.1683333
OCCCC(F)(F)F,-67.4,278.307
[H]/C(CCC)=C(\[H])CC(F)(F)F,-67.55,275.6776667
CNC1CC(C(F)(F)F)NC2CCCCC12,-67.59,287.339
CC1NC(C(F)(F)F)CCC1C(=O)N1CCNCC1,-67.74,279.7043333
OC1CCN(C2CC(C(F)(F)F)NC3CCCCC23)CC1,-67.75,287.804
NCC1CCCC(C(F)(F)F)N1,-67.76,279.913
O[C@H]1CCN(C2CCCC(C(F)(F)F)N2)C1,-67.84,286.4323333
CC(=O)NC1CCCN(CC(F)(F)F)C1,-67.86,282.6596667
CC1(C)CN(C2CCNC(C(F)(F)F)C2)CCO1,-67.93,279.2306667
N#CC1CCC(C(=O)N2CCN(CC(F)(F)F)CC2)CC1,-67.97,283.4963333
F/C(Br)=C\C1=CC=CC=C1,-68.0,256.359
C=C(F)Cl,-68.0,259.194
FC(F)(F)C1=CNC2=CC=CC=C21,-68.0,266.078
FC(F)Br,-68.0,266.548
FC(F)(F)C1=NC2=CC=CC=C2C=C1,-68.0,273.3133333
FC(F)(F)C1=NC=CC=C1,-68.0,274.392
[H]/C(CCC)=C(/[H])CC(F)(F)F,-68.0,275.4286667
[H]C(=O)C(C)C(F)(F)F,-68.0,277.1183333
O=C(O)CCC(F)(F)F,-68.0,277.3943333
CCCC(F)(F)F,-68.0,278.7166667
CCCCCCC(F)(F)F,-68.0,278.7546667
CCCCCC(F)(F)F,-68.0,278.7643333
CCCN1C(=O)C2CCC(C(F)(F)F)NC2N(C)C1=O,-68.02,284.95
OC[C@H]1CCCN1C1CCCC(C(F)(F)F)N1,-68.2,286.5923333
CC1CN(C2CCCC(C(F)(F)F)N2)CCCO1,-68.22,287.8196667
CC1CN(C(N)=O)CCN1CC(F)(F)F,-68.55,279.1636667
O=C1CC(C(F)(F)F)C(C(=O)O)CN1,-68.64,276.4506667
O=C(O)C1CCCN1CC(F)(F)F,-68.77,279.985
N#CC(Br)C(F)(F)F,-69.0,274.3006667
FC(F)(F)C1=CC=CC(Cl)=N1,-69.0,274.438
[N-]=[N+]=NC(F)(F)C1=CC=CC=C1,-69.0,274.8145
FC(F)(F)CSC1=CC=CC=C1,-69.0,274.858
CCCCSCC(F)(F)F,-69.0,275.8306667
O=C1C2CCCN2C(=O)N1C1CCN(CC(F)(F)F)C1,-69.15,280.145
NC(=O)CN1CC=C(C(F)(F)F)CC1,-69.18,278.9076667
CNC(=O)CN1CC=C(C(F)(F)F)CC1,-69.2,279.672
FC(F)(F)C1=CCN(C2NCCCN2)CC1,-69.21,278.9423333
CS(=O)(=O)NC1CCN(CC(F)(F)F)C1,-69.22,279.0726667
N#CCCN1CC=C(C(F)(F)F)CC1,-69.23,279.7553333
FC(F)(F)C1=CCN(C2CNCCN2)CC1,-69.28,279.6666667
FC(F)(F)CBr,-69.3,277.0936667
O=C1CCN(C2CCCN(CC(F)(F)F)C2=O)CCN1,-69.35,277.7736667
CCC1CCN(C(=O)C(C)C(F)(F)F)C1,-69.36,276.8893333
N#CCC(=O)N1CC=C(C(F)(F)F)CC1,-69.38,278.921
O=C([O-])C1CCCN(CC(F)(F)F)C1=O.[K+],-69.42,260.4493333
CC(C)N1C(=O)NC2(CCN(CC(F)(F)F)C2)C1=O,-69.45,280.6543333
CS(=O)(=O)[C@@H]1CNC[C@H]1C(F)(F)F,-69.52,279.331
CCC(=O)N[C@@H]1CCCC[C@@H]1C(F)(F)F,-69.53,269.2803333
CNC(=O)N[C@@H]1CCCC[C@@H]1C(F)(F)F,-69.54,278.2656667
CNC(=O)N1CCCC(C(F)(F)F)C1C,-69.56,279.6466667
CC(=O)N1CCN(CC(F)(F)F)C2CCCCC21,-69.72,280.816
O=C(NC1CCCCC1C(F)(F)F)C1CCCCN1,-69.73,279.4033333
CC1CNCCN(CC(F)(F)F)C1,-69.75,281.2813333
Cl.FC(F)(F)C1CCNC(C2CNC2)N1,-69.84,274.9876667
CC1CC(C(F)(F)F)NC(-N2CCNC2)N1,-69.85,287.2433333
CC1CN(C2CCN(CC(F)(F)F)C2=O)CCS1,-69.87,278.4836667
CN(CC(F)(F)F)[C@H]1CC[C@H](O)CC1,-69.88,283.242
F/C(Cl)=C/C1=CC=C(I)C=C1,-70.0,258.028
CC(C)C(=O)CC(F)(F)N=[N+]=[N-],-70.0,274.8665
FC(F)(F)/C(=N/C1=CC=CC=C1)C1=CC=CC=C1,-70.0,274.9413333
COB(OC)C(F)(F)F,-70.0,275.696
[H]C1=NC([H])=C([H])C(C(F)(F)F)=N1,-70.0,275.824
[H]C([H])=C(CCCCCCC)C(F)(F)F,-70.0,276.9123333
FC(F)(F)C1=NCCO1,-70.0,277.3976667
CNC(=O)N1CC(=O)N(CC(F)(F)F)C1,-70.08,278.564
CC1CC(C(=O)O)C(C)N1CC(F)(F)F,-70.11,282.3146667
O=C1NC(-C2CCCCC2)CC(C(F)(F)F)[NH]1,-70.31,288.5133333
O=C(O)[C@@H]1CCCN[C@@H]1C(F)(F)F,-70.34,281.857
CC1CC2N(N1)CC(C(F)(F)F)CN2,-70.4,279.3726667
FC(F)(F)C1CCNC(N2CCCC2)N1,-70.4,287.0913333
CC(C)(N)C1NC(C(F)(F)F)CC(=O)[NH]1.Cl,-70.47,273.0746667
O=C1CSC(C(F)(F)F)CN1,-70.48,280.2353333
CC(=O)NC1CCCN(CC(F)(F)F)C1=O,-70.56,276.743
O=C(O)C1CCCN(CC(F)(F)F)C1=O,-70.6,279.994
CC1(C)CNCCN1CC(F)(F)F,-70.64,282.7643333
NC1CC(C(F)(F)F)NCN1,-70.64,288.2786667
NC(=O)[C@@H]1CN(C(=O)C2CC=CC2)C[C@H]1C(F)(F)F,-70.71,279.569
CNC(=O)N1CCN(C(C)C(F)(F)F)CC1,-70.78,284.101
CC1(C2CCC(C#N)CC2)NC(=O)N(CC(F)(F)F)C1=O,-70.81,278.786
CN1C(=O)N(CC(F)(F)F)C(=O)C1C1CCCCC1,-70.82,279.9966667
O=C1NC2(CCC3CCCCC32)C(=O)N1CC(F)(F)F,-70.84,279.4646667
OC1CC(C(F)(F)F)NCN1,-70.86,287.8316667
CC1NC(O)CC(C(F)(F)F)N1,-70.92,288.3623333
CCS(=O)(=O)N1CCN(C(C)C(F)(F)F)CC1,-70.96,278.3716667
FC(Br)=C(C1=CC=CC=C1)C1=CC=CC=C1,-71.0,261.11
FC1=NC=CC2=CC=CC=C21,-71.0,269.139
[H]C1=NC(C(F)(F)F)=NC([H])=C1[H],-71.0,275.877
[H]/C(=N\C1=CC=CC=C1)C(F)(F)F,-71.0,280.854
O=C(NCC(F)(F)F)C1=CC=CC=C1,-71.0,282.2073333
CC(N1CCN(S(C)(=O)=O)CC1)C(F)(F)F,-71.02,279.9023333
CC1C(=O)NCCCN1CC(F)(F)F,-71.07,282.6396667
CC1CC(O)NC(C(F)(F)F)N1,-71.09,290.2586667
O=C(O)[C@@H]1CC=CC[C@H]1C(F)(F)F,-71.12,280.6533333
C[C@@H]1OC[C@H](C(F)(F)F)[C@H]1C(=O)O,-71.14,279.2673333
O=C1CC[NH]C(C(F)(F)F)N1,-71.37,290.594
CCC1NNSC1C(=O)N1CCCC(C(F)(F)F)C1,-71.43,283.0196667
CN1CCC(C(=O)N2CCCC(C(F)(F)F)C2)CC1=O,-71.47,282.4983333
O=C(C1CCC2[NH]CNC2C1)N1CCCC(C(F)(F)F)C1,-71.52,282.9186667
N#CC1CCCC(NC(=O)N2CCCC(C(F)(F)F)C2)C1,-71.56,279.4783333
CNC(=O)CC1CCC(C(F)(F)F)CC1,-71.56,284.4396667
CC1CC(C)N2NCC(C(=O)NCC(F)(F)F)C2N1,-71.6,282.2873333
O=C(C1CCC(=O)[NH]N1)N1CCCC(C(F)(F)F)C1,-71.61,283.0346667
O=C(CO)N1CCCC(C(F)(F)F)C1,-71.61,283.4413333
Cl.O=S1(=O)CCC(NCC(F)(F)F)CC1,-71.61,284.6143333
O=C(NC1CCCC(C(F)(F)F)C1)N1CCOCC1,-71.62,284.938
CS(=O)(=O)C1NCCN1CC(F)(F)F,-71.63,279.5693333
O=C(O)[C@@H]1CCCC[C@H]1C(F)(F)F,-71.64,281.7493333
O=C(NCC(F)(F)F)C1CCCC2CCCNC12,-71.66,282.442
O=C(NCC(F)(F)F)C1CCC2CCCCC2N1,-71.74,282.4033333
CS(=O)(=O)N1CCCC(C(F)(F)F)C1,-71.75,284.651
Cl.NCC1CCN(CC(F)(F)F)N1,-71.79,279.6153333
FC(F)(F)C1CCCN(C2CNCCN2)C1,-71.87,283.9963333
CC1NN(C)C2SC(C(=O)NCC(F)(F)F)CC12,-71.96,282.192
O=C(O)C1(C(F)(F)F)CCNC1,-71.98,275.591
CC12CCC(=O)N1C(C(=O)NCC(F)(F)F)CS2,-71.99,282.381
O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,-72.0,264.3236667
CCCC/N=C(\C1=CC=CC=C1)C(F)(F)F,-72.0,275.343
CN=S(=O)(C1=CC=CC=C1)C(F)(F)F,-72.0,276.0403333
O=C(C1=CC=CC=C1)C(F)(F)F,-72.0,277.16
N=C(Cl)C(F)(F)F,-72.0,280.5843333
FC(F)(SC1=CC=CC=C1)C1=CC=CC=C1,-72.0,280.9235
O=C(NCC(F)(F)F)C1CSC2CCCCC2O1,-72.0,282.2276667
NCC(F)(F)F,-72.0,282.7033333
COC(F)(F)C1=CC=CC=C1,-72.0,291.8625
CN1CCNC(N2CCCC(C(F)(F)F)C2)C1=O,-72.01,283.8506667
FC(F)(F)CCl,-72.1,278.9606667
O=C(O)C1NN(CC(F)(F)F)CC1Cl,-72.12,278.017
N#CC1CCCC(CN2CC(C(F)(F)F)C2)C1,-72.13,282.7143333
C[C@@H]1CN(C)C[C@H](C(=O)N2CCCC(C(F)(F)F)C2)O1,-72.15,284.3316667
O=C(NCC(F)(F)F)C1COC2CCCCC2O1,-72.17,282.1923333
CC1C(CN2CCCC(C(F)(F)F)C2)CNN1C,-72.36,283.829
CC1CNCC(N2CCCC(C(F)(F)F)C2)N1,-72.43,275.733
CS(=O)(=O)NC1CCCC(C(F)(F)F)C1,-72.66,283.0516667
O=C1NC(=O)N(CC(F)(F)F)C1=O,-72.78,279.1613333
[H]/C(C(=O)O)=C(\F)CC,-73.0,256.999
F/C(Cl)=C\C1=CC=C(I)C=C1,-73.0,263.697
FC(F)Cl,-73.0,275.483
O=S(=O)(/N=C(\Cl)C(F)(F)F)C1=CC=CC=C1,-73.0,276.1416667
O=C(OCC(F)(F)F)C1=CC=CC=C1,-73.0,281.1616667
O=C(NCC(F)(F)F)N1CC2CCCCCC21,-73.03,283.4406667
O=S1(=O)CCC[C@@]2(C(F)(F)F)CNC[C@H]21,-73.25,280.191
Cl.NC(C1CCOCC1)C(F)(F)F,-73.25,283.5426667
CC1NC(CNC(=O)N2CCC(C(F)(F)F)CC2)NO1,-73.36,285.2166667
O=C1CC(C(F)(F)F)=NC2CCCCC2N1,-73.42,282.0773333
CC1NC(CN2CCC(C(F)(F)F)CC2)SC1C,-73.49,279.8386667
COC1CC(C(=O)N2CCCC2C(F)(F)F)ON1,-73.49,283.0106667
O=C(CN1CCC(C(F)(F)F)CC1)N1CCNC1=O,-73.51,279.867
CC1CNC(C(C)N2CCC(C(F)(F)F)CC2)O1,-73.52,283.975
O=C1CC(CN2CCC(C(F)(F)F)CC2)CN1,-73.52,284.9283333
N#CC1(C(=O)N2CCC(C(F)(F)F)CC2)CCCC1,-73.55,284.7546667
N#CC1CCCC(C(=O)N2CCC(C(F)(F)F)CC2)C1,-73.58,284.9586667
CCN1CC(NC(=O)N2CCC(C(F)(F)F)CC2)CN1,-73.63,285.318
CC1CCCC(C(=O)NC2CCC(C(F)(F)F)CC2)N1,-73.64,284.559
O=C(O)C1(C(=O)N2CCC(C(F)(F)F)CC2)CC1,-73.99,275.005
FC1=NC2=CC=CC=C2N=C1,-74.0,271.856
O=[N+]([O-])C(F)(F)F,-74.0,276.1766667
CCCCCCC(C)C(F)(F)F,-74.0,278.6346667
CCCCC(C)C(F)(F)F,-74.0,279.3566667
CCCCCCCC(O)OCC(F)(F)F,-74.0,281.3926667
CCNC(=O)C(F)(F)F,-74.0,283.703
CCN1C(=O)NC(C2CCCCC2)(C(F)(F)F)C1=O,-74.29,274.953
O=S1(=O)CC[C@]2(C(F)(F)F)CNC[C@@H]21,-74.53,281.2496667
Cl.FC(F)(F)[C@]12CCC[C@H]1CNC2,-74.53,283.167
CC1CN(C(=O)C2(C(F)(F)F)CCC2)C1,-74.65,284.762
Cl.NCC1CCCC(C(F)(F)F)O1,-74.66,284.8596667
CC1ONCC1CN1CCCC1C(F)(F)F,-74.82,285.3553333
O=S(C1=CC=CC=C1)C(F)(F)F,-75.0,276.539
FC(F)(F)COC1=CC=CC=C1,-75.0,279.7323333
CCOC(=O)CC(=O)C(F)(F)F,-75.0,280.6216667
CCCCOCC(F)(F)F,-75.0,282.58
[H]C1(C(F)(F)F)CCC(CCCC)CC1,-75.0,284.457
FC(F)(F)C1CCCCC1,-75.0,285.4436667
[H]C1(C(F)(F)F)CCCCC1,-75.0,285.4636667
CC(F)(F)C1=C2C=CC=CC2=NC2=CC=CC=C21,-75.0,289.239
Cl.N[C@@H]1CC2CCCCC2O[C@H]1C(F)(F)F,-75.1,287.9023333
CC1CCC(C(N)C(F)(F)F)O1.Cl,-75.22,282.054
O=C1CCCCC(C(F)(F)F)N1,-75.32,285.8703333
Cl.NC(C1CCCO1)C(F)(F)F,-75.37,279.8986667
OC[C@@H]1CC2CCCCC2O[C@H]1C(F)(F)F,-75.38,281.326
O=C1NC(C(F)(F)F)NC2CCCCN12,-75.47,289.5836667
COC1=CC=C(OC(F)F)C=C1,-75.8,284.5485
[H]/C(C(=O)OC)=C(\F)CCCC,-76.0,257.43
O=S(=O)(Cl)C(F)(F)F,-76.0,272.6086667
O=C(Cl)C(F)(F)F,-76.0,279.6656667
O=C(O)C(F)(F)F,-76.0,280.4116667
O=C(OC(=O)C(F)(F)F)C(F)(F)F,-76.0,280.525
CCOC(=O)C(F)(F)F,-76.0,281.3213333
FC(F)(F)C1(C2=CC=CC=C2)NN1,-76.0,282.326
COC(=O)C(=O)C(F)(F)F,-76.0,282.6576667
[H]C1=CC=C(OC(F)F)C=C1,-76.0,286.494
CC(C)(C(=O)O)[C@@H]1CCC[C@H](C(F)(F)F)N1,-76.06,286.8203333
O=C(NC1NCCS1)C1CCC(C(F)(F)F)NC1=O,-76.66,284.7433333
CC1NN(-C2CCCCC2)C(C)C1C(N)C(F)(F)F.Cl,-76.68,277.1836667
O=S(=O)(CC1=CC=CC=C1)C(F)(F)F,-77.0,281.6483333
CON(C(=O)OCC(Cl)(Cl)Cl)C(C)(F)F,-77.0,288.208
CC1(C)CN(C(N)=O)CC(C(F)(F)F)O1,-77.65,286.821
[H]/C(C(=O)CC)=C(\F)CCCC,-78.0,261.741
CC(C)(C)C(=O)CS(=O)C(F)(F)F,-78.0,273.9363333
C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-78.0,279.6363333
FC(F)F,-78.0,281.3076667
O=S(=O)(C1=CC=CC=C1)C(F)(F)F,-78.0,281.901
OCC(F)(F)F,-78.0,286.217
[N-]=[N+]=NC(F)(F)C(=O)C1=CC=CC=C1,-78.0,292.702
CN(C)C(F)(F)C1=CC=CC=C1,-78.0,299.298
CC1NN(CC(O)C(F)(F)F)CC1C#N,-78.25,288.1173333
O=C(NC1(C(F)(F)F)CCC2CCCCC21)[C@@H]1CCCO1,-78.35,284.5376667
FC(F)(F)C(Cl)Cl,-78.5,281.663
CC1(C)CN(CC(O)C(F)(F)F)CC2(CCCC2)O1,-78.51,279.3246667
CC1CN(CC(O)C(F)(F)F)CC(=O)N1,-78.68,289.3656667
OC(CN1CCCSCC1)C(F)(F)F,-78.71,284.113
CC1(C)CN(CC(O)C(F)(F)F)CC1O,-78.82,287.9193333
CC1CN(CC(O)C(F)(F)F)CCCO1,-78.84,288.9166667
OC(C1=CC=CC=C1)C(F)(F)F,-79.0,284.413
CCOC(=O)CC(N)C(F)(F)F,-79.0,288.0986667
CCCCCCCC(F)(F)OC,-79.0,300.7865
O=[N+]([O-])C1=CC=C(OC(F)F)C=C1,-79.3,290.0635
CC1CC(C(=O)N2CCC2)CC(C)C1OC(F)F,-79.46,282.311
FC(Cl)=C(Cl)Cl,-80.0,270.04
FC1=NC=CN=C1,-80.0,276.337
O=S(=O)(O)C(F)(F)F,-80.0,277.817
CS(=O)C(F)(F)F,-80.0,278.9436667
CCCC(O)C(F)(F)F,-80.0,283.2706667
CS(=O)(=O)N1CCC(O)(C(F)(F)F)C1,-80.14,287.7873333
CC1CCC(C(=O)N2CCC(O)(C(F)(F)F)C2)S1,-80.15,288.6633333
CC1CCCCC1CC(=O)N1CCC(O)(C(F)(F)F)C1,-80.44,288.872
O=C1NCCNC1(O)C(F)(F)F,-80.82,288.667
[H]C([H])=C(F)F,-81.0,273.977
CS(=O)(=O)C(F)(F)F,-81.0,283.4006667
CC(=O)C(F)(F)F,-81.0,285.6756667
CC(C)(C)C(F)(F)F,-81.0,288.9213333
CCOC(=O)C(F)(Br)SCC,-81.0,290.895
CC1CCC(NC(=O)N2CCC(O)C2)CC1OC(F)F,-81.04,280.943
CC1C(NC(=O)N2CCOCC2)CCCC1OC(F)F,-81.06,284.331
OCC1C(OC(F)F)CCC2CCCCC12,-81.12,287.146
CC(O)(CN1CCNC1)C(F)(F)F,-81.4,289.2083333
CC(O)(CN1CCNN1)C(F)(F)F,-81.44,288.6543333
CC1NCCN1CC(C)(O)C(F)(F)F,-81.48,284.7496667
CC1=CC=C(/C(C)=C(/F)Cl)C=C1,-81.5,274.964
O=C(NC1CCCC(OC(F)F)C1)N1CCSCC1,-81.74,283.2
CC(=O)NC1CCCC2CC(OC(F)F)CCC21,-81.76,281.47
CC(O)(CN1CCNC(=O)C1)C(F)(F)F,-81.77,285.4836667
NC1NC2C(OC(F)F)CCCC2S1,-81.81,296.613
[H]/C(C(=O)CC)=C(/F)CCCC,-82.0,260.205
FC(Cl)Cl,-82.0,285.298
FC(F)OC1=CC=C(Cl)N=C1,-82.0,286.9015
CC1=C(OC(F)F)CCC1,-82.0,288.5895
O=C(C1CCCCC1OC(F)F)N1CCSCC1,-82.15,282.738
FC(F)(F)C(Cl)(Cl)Cl,-82.2,282.588
CC1CN(C(=O)C2CCCC(OC(F)F)C2)CC(C)O1,-82.23,282.8325
CC1COCC(C)N1C(=O)C1CCC(OC(F)F)CC1,-82.36,294.6945
NC1CC(-C2CCC(OC(F)F)CC2)NO1,-82.38,281.9665
CC1=CC=C(/C(C)=C(\F)Cl)C=C1,-82.6,273.648
O=C(C1CCCCC1OC(F)F)N1CCOC2(CCC2)C1,-82.86,280.8545
O=C1CCC(OC(F)F)C[NH]1,-82.88,283.1375
O=C(C1CCC(OC(F)F)CN1)N1CCC1,-82.9,283.7235
CCOC(F)(F)C(=O)C(C)C,-83.0,294.117
N#CCCN1CCCC(O)(C(F)(F)F)C1,-83.09,284.891
O=C(C1SCCC1OC(F)F)N1CCCC1,-83.43,293.5795
N#CC(F)(F)C1=CC=CC=C1,-83.5,301.262
O=C(O)C1SCCC1OC(F)F,-83.64,291.883
FC(F)(F)C1CC1,-84.0,277.5243333
COC(=O)C(O)(O)C(F)(F)F,-84.0,285.6776667
C/C=C\C(C)(F)F,-84.0,301.533
CCOC(=O)C(F)(Br)SC1=CC=CC=C1,-84.0,306.836
CN1CCC(C(=O)NC2CC(O)(C(F)(F)F)C2)N1,-84.1,290.4253333
CCCOC(F)F,-84.2,281.6025
O=C(COC(F)F)N1CCC2CCCCC21,-84.26,290.6555
CC1NCCCC1C(=O)N1CCC(O)(C(F)(F)F)CC1,-84.28,287.3076667
O=C(CC1C=CCC1)N1CCC(O)(C(F)(F)F)CC1,-84.32,291.1126667
CC1CCC(CN2CCC(O)(C(F)(F)F)CC2)O1,-84.33,291.335
OC1(C(F)(F)F)CCN(CC2CC=CCC2)CC1,-84.34,293.7963333
O=C(NCC1CCCO1)N1CCC(O)(C(F)(F)F)CC1,-84.4,293.9596667
CC(C)(F)F,-84.5,304.248
FC(F)OCC1=CC=CC=C1,-84.8,296.2135
CNC(=O)NC1CC(OC(F)F)N(C)N1,-84.93,298.8025
FC1=CCC1,-85.0,274.508
CCCCCCC(=O)C(F)(F)Cl,-85.0,276.9825
O=C1C=C(OC(F)F)CCC1,-85.0,289.251
CC(F)(F)C#N,-85.0,297.799
O=C(COC(F)F)N1CC2CCCC2C1,-85.03,291.705
O=C(COC(F)F)N1C[C@@H]2C[C@H]1CS2,-85.07,292.041
NC(=O)NC1CCC(OC(F)F)NC1,-85.82,291.753
FC(Br)Br,-86.0,277.618
FC(F)OC1=CC=CC=C1,-87.0,286.494
CCCCCCCC(F)(F)[N+](=O)[O-],-87.0,294.4155
O=[N+]([O-])C(F)(F)CCC1=CC=CC=C1,-87.0,296.232
CC(F)(F)C1=C(Cl)C2=CC=CC=C2N1,-87.0,303.111
CC(C)(F)Cl,-87.0,305.841
CC(F)(F)C1=CC=CC=C1,-87.9,307.3585
C=C(C)F,-88.0,279.248
[H]/C(C1=CC=CC=C1)=C(\F)OC,-88.0,281.692
FC(F)=C(Cl)Cl,-89.0,280.838
FC(F)OC1=NC(Cl)=CC=C1,-89.0,297.267
OC1=CC=C(SC(F)F)C=C1,-89.0,297.408
[H]C1=CC=C(SC(F)F)C=C1,-90.0,298.733
CCCC(C)(F)F,-91.0,306.098
FC1(F)CCCCCCC1,-91.5,288.7265
FC1(F)CCCCCCCCCCCCCC1,-91.5,318.513
O=[N+]([O-])C1=CC=C(SC(F)F)C=C1,-91.6,296.221
FC(F)SC1=NC2=C(C=CC=C2)N1,-92.0,302.405
FC(F)N1C=CN=C1,-93.0,295.771
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CS1,-93.0,300.178
CC1NCN(CC2NCCN2C(F)F)C1C,-93.0,301.5405
CCC(C)(F)F,-93.0,307.516
CC(=O)CCC(C)(F)F,-93.0,314.523
N#CC1CNN(CC2NCCN2C(F)F)C1,-93.21,300.302
FC1(F)CCCC1,-93.3,317.639
FC(F)N1CCNC1CN1CCOC2(CCCC2)C1,-93.46,293.1205
FC(F)SCC1=CC=CC=C1,-94.0,304.944
CC(F)(F)C(=O)C1=CC=CC=C1,-94.0,309.816
O=C(O)CC1CCN(C(F)F)N1,-94.85,314.4685
CCCCC(F)(F)CI,-94.9,305.8775
CC1NN(C(F)F)C(C)C1CC(=O)N1CCCCO1,-94.91,303.0895
C=C(F)CCCC,-95.0,278.418
[H]C#C/C(C1=CC=CC=C1)=C(\[H])C(F)(F)C(=O)OCC,-95.0,295.3325
FC(F)(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,-95.0,296.969
FC(F)N1N=C(Cl)C2=CC=CC=C21,-95.0,299.703
OCC1CCNN1C(F)F,-95.13,306.1165
CC1CCCNC1NC(=O)C1CCN(C(F)F)N1,-95.65,300.7155
CC1CC(C(=O)N(C)C2CC2)NN1C(F)F,-95.93,304.963
CC(C)(C)C1=C2C(F)=CC=CC2=CC=C1,-96.0,287.885
FC(F)SC1=CC=CC=C1,-96.0,296.3685
FC(F)N1C=NC2=CC=CC=C21,-96.0,299.4185
CCC(=O)CC(F)(F)C1=CC=CC=C1,-96.0,299.756
FC(F)N1C=NC2=C1C=CC=C2,-96.0,302.048
CC(F)(F)CO,-96.1,322.264
O=C(O)C1CCNN1C(F)F,-96.91,318.0145
C=C(F)CI,-97.0,287.414
[H]/C(C(=O)OC)=C(/F)C1=CC=CC=C1,-97.0,291.903
FC1(F)CCCCC1,-97.0,299.213
CN1C=CC=C1C(F)(F)S(=O)(=O)C1=CC=CC=C1,-97.0,303.623
O=S1CCN(CC2NC3CCCCC3N2C(F)F)CC1,-97.21,309.425
OC/C=C(/F)C1=CC=CC=C1,-98.0,290.606
CC(=O)CC(C)(F)F,-98.0,300.0885
CC(=O)N(C1=CC=CC=C1)C(F)F,-98.0,304.8465
OC1=CC=NC(SC(F)F)=N1,-98.0,306.1275
CCC(F)(F)C1=CC=CC=C1,-98.0,319.616
CCCC/C=C/C(F)(F)C(=O)OCC,-98.0,321.255
FC(F)(CBr)C1=CC=CC=C1,-98.2,313.2745
CCCCC(F)(F)CBr,-99.2,296.8485
COC(=O)C(F)(F)S(=O)(=O)Cl,-100.0,296.409
CN1C=CN(C(F)F)C1=S,-100.0,304.6035
CCOC(=O)C(C)(F)F,-100.0,315.3465
CN(C)CC(F)F,-100.0,329.295
C=C(F)CCl,-101.0,289.904
FC1=CCCCC1,-101.0,292.884
FC1=CC(F)=CC(F)=C1,-101.0,298.2416667
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CO1,-102.0,308.719
FC(F)C1=CC=CS1,-102.0,316.7765
O=C(C1CCCO1)C(F)(F)C1=CC(Cl)=CC=C1,-102.0,317.3875
CC1=NC(C)=C(C(F)F)S1,-102.0,317.7055
CC(C)C(C)(F)F,-102.2,317.5235
CCC(F)(F)CC,-102.4,319.7215
FC1=CC=NC=C1,-103.0,294.888
CN1C(=S)N(C(F)F)C2=C1C=CC=C2,-103.0,309.161
CCOC(=O)C(F)(F)C1=CC=CO1,-103.0,313.8475
O=[N+]([O-])C1=CC=C(F)C=C1,-103.6,289.471
N#CC1=CC=C(F)C=C1,-104.0,291.686
CCOC(=O)C(F)(F)C1=CC=CC=C1,-104.0,320.9945
COC(=O)C(F)(F)C1=CC=CC=C1,-104.3,319.5755
CCOC(=O)C(F)(F)C1=NC2=CC=CC=C2C=C1,-105.0,307.5815
CCOC(=O)C(F)(F)C1=CC2=C(C=CC=C2)O1,-105.0,316.629
CCCCCCCC(F)(F)C(=O)OCC,-105.0,318.0965
CC(=O)OCC(F)(F)C1=CC=CC=C1,-105.0,318.8225
CCCC/C(F)=C/CO,-106.0,289.572
